Registration date;Total usage time;Pets;Carpet score;Sent for repair;Failure date;Battery status;Impact status;IR status
20May2016;190;0;2;NO;---;---;---;---
15Apr2015;2411;1;1;YES;14Aug2018;Damage;OK;OK
4Jun2019;340;0;2;NO;---;---;---;---
28Sep2015;1654;0;2;NO;---;---;---;---
2Aug2016;2857;1;5;NO;---;---;---;---
27May2018;790;0;3;NO;---;---;---;---
31May2016;1907;1;3;NO;---;---;---;---
14Feb2017;1503;0;2;NO;---;---;---;---
9Jun2017;601;1;3;YES;24Mar2018;OK;OK;Damage
16Mar2016;1553;0;2;NO;---;---;---;---
19Oct2016;3155;1;6;NO;---;---;---;---
7May2015;1579;0;4;YES;21Oct2019;Damage;OK;OK
20Oct2016;63;0;5;YES;14Dec2016;OK;OK;Damage
30Nov2019;34;0;2;NO;---;---;---;---
14Dec2015;680;0;5;NO;---;---;---;---
12May2019;226;0;3;NO;---;---;---;---
25Jul2015;1786;0;2;YES;19Sep2018;OK;OK;OK
21Dec2015;1923;0;2;NO;---;---;---;---
26Aug2018;492;0;1;NO;---;---;---;---
8May2016;1523;0;2;YES;29Oct2018;Damage;OK;OK
19Jan2016;2734;1;2;YES;29Aug2019;Damage;OK;OK
29Nov2017;1459;1;3;NO;---;---;---;---
4Jun2015;1011;0;3;NO;---;---;---;---
11May2017;2822;1;3;YES;22Apr2019;OK;Damage;OK
12Jul2016;1234;1;3;YES;20Sep2018;Damage;OK;OK
15Jun2019;228;1;3;NO;---;---;---;---
22Jan2016;2044;0;2;NO;---;---;---;---
9Aug2017;13;0;2;YES;21Aug2017;OK;OK;Damage
26Jan2015;2189;0;1;YES;24Dec2019;Damage;OK;OK
19Aug2017;981;0;2;NO;---;---;---;---
5Dec2016;1625;1;3;YES;25Dec2018;Damage;OK;OK
3Jan2015;1024;0;3;YES;10Apr2017;Damage;OK;OK
31Oct2017;753;0;4;NO;---;---;---;---
28Mar2017;731;0;4;NO;---;---;---;---
29Jan2018;1441;1;3;NO;---;---;---;---
2Apr2015;2454;1;6;YES;2Dec2017;Damage;OK;OK
6Apr2018;646;0;4;NO;---;---;---;---
12Aug2016;239;1;1;NO;---;---;---;---
17Oct2015;1490;0;3;NO;---;---;---;---
22Jan2016;589;1;5;YES;4Jan2017;Damage;OK;OK
10Nov2016;1347;0;2;NO;---;---;---;---
15May2018;1437;1;1;NO;---;---;---;---
14Oct2015;3265;1;6;YES;8May2019;Damage;OK;OK
7Jan2017;1310;0;2;NO;---;---;---;---
24Apr2016;1527;1;2;NO;---;---;---;---
30Sep2016;1973;0;3;NO;---;---;---;---
26Jul2015;2230;0;2;NO;---;---;---;---
19Jun2016;1563;0;4;NO;---;---;---;---
30Aug2015;587;0;4;YES;5Mar2019;Damage;OK;OK
16Apr2017;760;0;6;NO;---;---;---;---
5Sep2018;896;1;3;NO;---;---;---;---
9Apr2015;1147;0;3;NO;---;---;---;---
17Dec2016;1387;1;4;NO;---;---;---;---
17Mar2019;228;0;1;NO;---;---;---;---
27Dec2016;1183;0;3;NO;---;---;---;---
13Apr2017;1271;0;3;NO;---;---;---;---
16Oct2019;84;0;4;NO;---;---;---;---
17Nov2018;1227;1;2;NO;---;---;---;---
20May2017;990;0;2;NO;---;---;---;---
3Dec2019;47;1;2;NO;---;---;---;---
23Jun2016;1184;1;4;YES;14Nov2017;Damage;OK;OK
28Nov2015;1866;0;4;YES;27Oct2019;Damage;OK;OK
11Nov2018;149;0;2;NO;---;---;---;---
9May2019;333;1;2;NO;---;---;---;---
25Jul2016;1001;0;2;NO;---;---;---;---
28Jul2019;205;0;1;NO;---;---;---;---
29Jul2019;156;0;1;NO;---;---;---;---
14Jan2019;548;1;1;NO;---;---;---;---
6Oct2016;430;0;5;YES;2Jan2018;Damage;OK;OK
18May2018;838;0;4;NO;---;---;---;---
6May2016;1069;1;2;NO;---;---;---;---
15Oct2019;93;0;4;NO;---;---;---;---
10Aug2015;2604;1;2;NO;---;---;---;---
12Aug2016;1313;0;3;NO;---;---;---;---
22Feb2018;796;0;5;NO;---;---;---;---
17Mar2016;1906;0;4;YES;21Dec2018;Damage;OK;OK
23Aug2019;220;1;6;NO;---;---;---;---
18Dec2017;922;1;5;NO;---;---;---;---
21Oct2016;1288;1;2;NO;---;---;---;---
15Jan2018;857;0;2;NO;---;---;---;---
6Jan2018;873;1;4;NO;---;---;---;---
28May2019;425;1;2;NO;---;---;---;---
25Feb2018;1188;1;4;NO;---;---;---;---
1May2019;624;1;2;NO;---;---;---;---
12Aug2019;510;1;4;NO;---;---;---;---
4Nov2017;365;0;1;YES;9Oct2019;Damage;OK;OK
25Sep2018;202;0;2;NO;---;---;---;---
16Dec2016;1671;1;3;YES;11May2019;Damage;OK;OK
16Sep2015;1806;0;2;NO;---;---;---;---
22Sep2019;126;0;4;NO;---;---;---;---
19Mar2016;1127;0;6;NO;---;---;---;---
10Feb2015;1869;0;1;NO;---;---;---;---
20Feb2016;3438;1;2;NO;---;---;---;---
7Mar2016;894;0;4;NO;---;---;---;---
12Oct2017;1194;1;2;NO;---;---;---;---
25Apr2018;568;0;2;NO;---;---;---;---
29Jun2017;886;0;4;NO;---;---;---;---
31Jul2015;1796;1;3;YES;17Feb2017;Damage;OK;OK
21Mar2018;623;0;1;NO;---;---;---;---
19Feb2018;432;0;3;NO;---;---;---;---
11Apr2016;918;0;3;NO;---;---;---;---
6Mar2016;1235;0;4;YES;2Dec2018;Damage;OK;OK
7Oct2016;3102;1;4;NO;---;---;---;---
14Jul2016;1445;0;2;NO;---;---;---;---
8Nov2018;419;0;3;NO;---;---;---;---
22Feb2016;135;0;2;YES;3Jan2017;OK;OK;Damage
20Apr2017;2024;1;2;NO;---;---;---;---
11Mar2019;484;1;4;NO;---;---;---;---
13Apr2016;2662;1;1;YES;12Jun2019;OK;Damage;OK
20Apr2017;906;0;1;NO;---;---;---;---
4Mar2019;307;0;2;NO;---;---;---;---
26Aug2016;77;0;2;YES;6Nov2016;OK;OK;Damage
11Jul2017;1039;0;5;NO;---;---;---;---
10Nov2018;746;1;2;NO;---;---;---;---
25Nov2015;1697;0;1;NO;---;---;---;---
18Dec2019;14;0;3;NO;---;---;---;---
13Oct2019;56;0;3;NO;---;---;---;---
2Aug2017;2075;1;2;NO;---;---;---;---
10Aug2015;143;0;2;YES;15Jan2016;OK;OK;Damage
25Oct2017;977;0;4;NO;---;---;---;---
10Mar2015;1954;0;2;YES;1Oct2019;Damage;OK;OK
9Oct2019;169;1;5;NO;---;---;---;---
23Jan2015;3128;1;3;NO;---;---;---;---
18Nov2017;1597;1;4;NO;---;---;---;---
17Sep2018;517;1;3;NO;---;---;---;---
11Dec2015;1783;1;4;YES;14Nov2018;Damage;OK;OK
26Jun2016;1424;0;3;NO;---;---;---;---
27Mar2017;2144;1;2;YES;24Sep2019;OK;Damage;OK
15Dec2016;1287;0;3;NO;---;---;---;---
14Apr2018;963;1;3;YES;16Jul2019;Damage;OK;OK
26Jan2018;660;0;3;NO;---;---;---;---
23Aug2018;272;0;3;NO;---;---;---;---
8Aug2016;1380;0;3;NO;---;---;---;---
21Sep2015;3210;1;2;YES;21Aug2019;OK;Damage;OK
9Apr2015;1909;0;3;NO;---;---;---;---
11Oct2019;53;0;3;NO;---;---;---;---
16Feb2015;1660;0;2;NO;---;---;---;---
9Aug2019;94;0;2;NO;---;---;---;---
31Oct2016;1772;1;2;NO;---;---;---;---
29Jun2018;364;0;1;YES;23May2019;OK;OK;Damage
5Nov2017;362;0;3;NO;---;---;---;---
2Jun2016;1461;0;2;NO;---;---;---;---
21Jan2015;687;0;1;YES;11Feb2019;OK;OK;OK
8Feb2017;973;0;2;NO;---;---;---;---
26Jan2018;627;0;5;NO;---;---;---;---
9Jan2015;1676;1;3;YES;13May2019;Damage;OK;OK
26Apr2018;1579;1;2;NO;---;---;---;---
31Jul2015;1260;0;4;YES;7Dec2019;Damage;OK;OK
6Jul2019;212;0;3;NO;---;---;---;---
4Jul2015;1438;0;3;YES;3Aug2019;Damage;OK;OK
29Oct2017;1016;0;3;NO;---;---;---;---
4Apr2016;1672;1;2;YES;10Nov2017;Damage;OK;OK
27Nov2017;1437;1;2;NO;---;---;---;---
6Oct2019;109;0;2;NO;---;---;---;---
21Aug2018;798;0;3;NO;---;---;---;---
8Jan2017;1418;0;3;NO;---;---;---;---
18Jun2017;1054;0;4;NO;---;---;---;---
12May2018;685;0;1;NO;---;---;---;---
4May2017;809;0;2;NO;---;---;---;---
24Jun2016;886;0;3;NO;---;---;---;---
24Sep2017;633;0;2;NO;---;---;---;---
4Sep2018;830;1;5;NO;---;---;---;---
9Nov2018;328;0;1;NO;---;---;---;---
27Jan2019;728;1;4;NO;---;---;---;---
31Aug2016;2166;1;2;NO;---;---;---;---
16Jun2019;46;0;3;YES;24Aug2019;OK;OK;Damage
17Jul2016;1016;0;3;NO;---;---;---;---
29Jun2018;1048;1;3;NO;---;---;---;---
20Dec2015;1289;0;7;NO;---;---;---;---
19Nov2019;26;0;2;NO;---;---;---;---
5Nov2015;342;0;2;NO;---;---;---;---
8Nov2015;1524;0;2;NO;---;---;---;---
20Feb2018;944;0;3;NO;---;---;---;---
2Sep2018;831;0;4;NO;---;---;---;---
11Sep2019;46;0;2;NO;---;---;---;---
3Nov2018;306;0;1;NO;---;---;---;---
31Oct2015;3270;1;3;YES;3May2019;OK;OK;Damage
26May2016;1356;0;2;NO;---;---;---;---
15Feb2017;1878;1;3;YES;29Nov2019;Damage;OK;OK
9Mar2019;473;1;6;YES;23Sep2019;OK;OK;Damage
4Oct2015;2891;1;1;YES;26Nov2018;Damage;OK;OK
30Apr2018;1372;1;1;NO;---;---;---;---
2Feb2019;426;1;1;NO;---;---;---;---
15May2018;1797;1;1;NO;---;---;---;---
16Nov2016;2337;1;4;NO;---;---;---;---
3Jun2019;435;0;2;NO;---;---;---;---
8Nov2017;795;0;2;NO;---;---;---;---
8May2017;1201;0;2;NO;---;---;---;---
7Mar2018;1514;1;5;YES;29Dec2019;Damage;OK;OK
14Sep2018;413;0;4;NO;---;---;---;---
24Sep2015;2216;0;3;NO;---;---;---;---
12Jan2017;2401;1;2;YES;6Dec2019;OK;Damage;OK
16Apr2017;1419;1;2;NO;---;---;---;---
16Oct2017;605;0;1;NO;---;---;---;---
18Jan2017;637;0;1;NO;---;---;---;---
28Dec2019;2;0;3;NO;---;---;---;---
2Oct2018;954;1;1;NO;---;---;---;---
11Dec2015;1972;1;2;NO;---;---;---;---
18Jul2015;3189;1;3;YES;20Jan2019;Damage;OK;OK
20Sep2018;854;1;4;NO;---;---;---;---
30Jul2015;1772;0;3;YES;23Sep2019;Damage;OK;OK
28Dec2019;3;0;2;NO;---;---;---;---
21Nov2018;43;0;2;YES;3Mar2019;OK;OK;Damage
15Jan2017;2402;1;4;NO;---;---;---;---
23May2016;2053;1;4;YES;23Feb2019;Damage;OK;OK
13Oct2019;106;0;1;NO;---;---;---;---
9Apr2016;2337;1;1;NO;---;---;---;---
8Aug2015;1138;0;3;NO;---;---;---;---
22Sep2017;528;0;3;NO;---;---;---;---
14May2018;746;0;2;NO;---;---;---;---
14Nov2016;829;0;1;NO;---;---;---;---
26Sep2015;1407;0;3;NO;---;---;---;---
5Nov2019;106;1;3;NO;---;---;---;---
7May2015;1069;0;1;NO;---;---;---;---
4Jan2018;141;0;4;NO;---;---;---;---
22Dec2015;1304;0;3;NO;---;---;---;---
27Oct2017;851;0;5;NO;---;---;---;---
27Sep2015;2039;1;3;YES;9Jan2019;Damage;OK;OK
13Feb2019;717;1;2;NO;---;---;---;---
24Aug2016;644;0;3;YES;25May2018;OK;OK;Damage
19May2017;1095;0;1;NO;---;---;---;---
13Dec2015;1513;1;5;YES;31Oct2019;Damage;OK;OK
6Aug2017;1614;1;1;NO;---;---;---;---
23Jun2017;1055;0;3;NO;---;---;---;---
16Sep2015;1458;0;3;YES;13Jul2019;Damage;OK;OK
7Oct2018;627;0;2;NO;---;---;---;---
20Jan2015;3344;1;3;YES;14Nov2018;OK;Damage;OK
21Nov2015;1778;0;2;NO;---;---;---;---
27Jul2015;2004;0;6;NO;---;---;---;---
7Sep2017;10;0;2;YES;16Sep2017;OK;OK;Damage
22Sep2017;1406;1;3;NO;---;---;---;---
8Feb2015;2712;1;1;YES;9Jan2018;OK;Damage;OK
3Oct2015;1678;0;4;NO;---;---;---;---
12Oct2017;1226;0;3;NO;---;---;---;---
9Oct2018;974;1;1;NO;---;---;---;---
22Apr2018;797;1;2;NO;---;---;---;---
30Oct2018;502;0;3;NO;---;---;---;---
18Sep2015;557;0;4;NO;---;---;---;---
6Dec2017;1254;1;1;NO;---;---;---;---
15Jul2018;612;0;3;NO;---;---;---;---
6Feb2017;953;0;4;YES;18Oct2019;Damage;OK;OK
15Dec2019;27;0;4;NO;---;---;---;---
7Jun2015;1840;1;1;YES;8Nov2017;OK;OK;Damage
29Sep2017;917;0;2;NO;---;---;---;---
22Nov2016;1955;1;4;NO;---;---;---;---
8Dec2016;848;0;3;NO;---;---;---;---
17Aug2016;1572;1;5;YES;9May2018;Damage;OK;OK
25Dec2019;7;0;3;NO;---;---;---;---
24Sep2018;940;1;3;NO;---;---;---;---
24Nov2018;350;0;2;NO;---;---;---;---
10Jul2019;203;0;1;NO;---;---;---;---
2May2018;768;0;2;NO;---;---;---;---
17Jun2018;1128;1;1;NO;---;---;---;---
24Sep2019;96;0;3;NO;---;---;---;---
25Aug2015;1740;0;2;NO;---;---;---;---
2Oct2019;84;0;3;NO;---;---;---;---
6Oct2019;60;0;5;NO;---;---;---;---
10Jun2015;2291;0;1;YES;18Dec2019;OK;Damage;OK
21Mar2019;326;0;3;NO;---;---;---;---
14Oct2018;1038;1;2;NO;---;---;---;---
10Dec2017;64;1;3;YES;19Jan2018;OK;OK;Damage
10Jul2016;1989;1;4;YES;9Apr2019;Damage;OK;OK
25Jan2015;1773;1;4;YES;30Aug2017;Damage;OK;OK
13Aug2016;942;0;2;NO;---;---;---;---
7Nov2015;787;0;2;YES;13Aug2018;OK;OK;Damage
4Feb2016;1381;1;2;NO;---;---;---;---
13May2017;952;0;3;NO;---;---;---;---
15Jan2015;1075;0;2;YES;30Jul2018;Damage;OK;OK
19Nov2018;220;0;5;NO;---;---;---;---
16Dec2018;418;0;1;NO;---;---;---;---
6Aug2015;778;0;1;NO;---;---;---;---
20Dec2015;2570;1;2;NO;---;---;---;---
30Dec2019;2;1;2;NO;---;---;---;---
8Jul2019;192;0;2;NO;---;---;---;---
10Jan2015;2261;1;3;YES;30Jun2017;Damage;OK;OK
14Aug2018;560;0;3;NO;---;---;---;---
12Jan2017;2079;1;1;YES;26Oct2018;Damage;OK;OK
11Feb2015;1554;1;3;NO;---;---;---;---
27Dec2016;2071;1;4;NO;---;---;---;---
21Nov2015;2012;0;4;NO;---;---;---;---
7Apr2016;2976;1;3;YES;13Oct2019;OK;Damage;OK
27Jul2019;268;1;1;NO;---;---;---;---
15Nov2016;1167;0;5;NO;---;---;---;---
1Jul2016;1737;0;2;NO;---;---;---;---
8Nov2018;355;0;1;NO;---;---;---;---
27Jan2015;1174;0;2;YES;2May2019;Damage;OK;OK
15Dec2015;1684;1;2;YES;12Feb2018;Damage;OK;OK
30Dec2019;2;0;4;NO;---;---;---;---
4Feb2015;830;1;4;NO;---;---;---;---
3Aug2018;645;0;3;NO;---;---;---;---
8Sep2017;1018;0;4;NO;---;---;---;---
15Dec2016;1393;1;2;NO;---;---;---;---
30Jun2017;2903;1;2;NO;---;---;---;---
13Dec2019;35;1;3;NO;---;---;---;---
22Jun2017;1555;1;2;NO;---;---;---;---
19Nov2019;49;0;2;NO;---;---;---;---
27Sep2018;745;0;1;NO;---;---;---;---
3Jun2018;1460;1;4;NO;---;---;---;---
22Jun2017;622;0;5;NO;---;---;---;---
10Apr2015;748;0;5;YES;2Jul2019;OK;OK;OK
27Nov2018;816;1;4;NO;---;---;---;---
24Sep2016;1415;1;5;YES;16Jun2018;Damage;OK;OK
10Feb2015;1656;1;2;YES;1Jun2018;Damage;OK;OK
11Feb2018;574;0;2;NO;---;---;---;---
25Aug2015;1057;0;2;YES;4May2019;OK;OK;Damage
25Nov2015;1879;1;3;YES;21Feb2019;Damage;OK;OK
8Mar2018;1137;1;1;NO;---;---;---;---
5Nov2015;2153;1;3;YES;17Sep2017;Damage;OK;OK
23Oct2016;1771;1;2;NO;---;---;---;---
8Feb2016;1292;1;3;YES;12May2017;Damage;OK;OK
20Feb2019;665;1;2;NO;---;---;---;---
7Jan2015;1530;0;3;NO;---;---;---;---
15Oct2015;2736;1;5;YES;1Apr2019;Damage;OK;OK
8Sep2019;166;0;1;NO;---;---;---;---
29Oct2018;574;0;1;NO;---;---;---;---
9Feb2019;305;0;2;NO;---;---;---;---
4Apr2016;1225;0;1;NO;---;---;---;---
3Aug2015;1608;0;3;NO;---;---;---;---
31Aug2015;1039;0;2;YES;7Feb2019;Damage;OK;OK
4Feb2017;1866;1;2;NO;---;---;---;---
30Oct2016;1313;0;3;NO;---;---;---;---
22Sep2015;1443;0;3;YES;16Jun2019;Damage;OK;OK
7Aug2017;2164;1;3;NO;---;---;---;---
23Sep2018;567;0;1;NO;---;---;---;---
20Jul2015;1540;1;1;YES;28Oct2017;Damage;OK;OK
5Nov2016;688;0;5;NO;---;---;---;---
11Feb2016;1650;0;2;NO;---;---;---;---
26Jun2019;307;1;1;NO;---;---;---;---
14Jul2015;970;0;2;YES;2Aug2018;Damage;OK;OK
13Mar2019;254;0;3;NO;---;---;---;---
24Mar2019;330;0;2;NO;---;---;---;---
19Feb2015;2843;1;3;YES;2Mar2018;Damage;OK;OK
29Oct2018;747;0;1;NO;---;---;---;---
16May2016;1578;1;2;YES;25Aug2019;OK;OK;Damage
3Oct2015;1561;0;1;NO;---;---;---;---
30Jun2015;1430;0;2;NO;---;---;---;---
22Jul2018;654;0;3;NO;---;---;---;---
13Apr2017;2057;1;2;NO;---;---;---;---
29Dec2016;1707;1;2;NO;---;---;---;---
29Jan2018;1283;1;1;NO;---;---;---;---
31Aug2015;2414;1;3;YES;19Jul2018;Damage;OK;OK
28May2015;757;0;2;YES;3Jul2017;Damage;OK;OK
25Apr2018;543;0;4;NO;---;---;---;---
20Dec2018;593;0;3;NO;---;---;---;---
12Nov2016;1597;0;6;YES;28Nov2019;Damage;OK;OK
29Dec2018;463;0;1;NO;---;---;---;---
20Jan2019;392;0;2;NO;---;---;---;---
28Apr2019;515;1;1;NO;---;---;---;---
10Feb2017;1943;1;2;NO;---;---;---;---
25Jun2015;1837;1;2;YES;27Jun2017;Damage;OK;OK
31May2019;202;0;2;NO;---;---;---;---
11Jun2016;1332;1;3;YES;2Dec2019;OK;OK;Damage
11Jul2016;1366;0;1;NO;---;---;---;---
30Jan2019;304;0;3;NO;---;---;---;---
7Dec2017;556;0;3;NO;---;---;---;---
25Apr2018;394;0;5;NO;---;---;---;---
22Mar2018;862;0;1;NO;---;---;---;---
21Feb2016;1536;0;1;NO;---;---;---;---
18Jan2018;272;0;2;NO;---;---;---;---
7Jun2017;950;0;3;NO;---;---;---;---
25Nov2017;939;0;5;NO;---;---;---;---
23Jan2019;191;0;4;NO;---;---;---;---
22Jun2017;699;0;2;NO;---;---;---;---
30May2015;1044;0;2;YES;11May2019;Damage;OK;OK
26Apr2017;1577;1;3;NO;---;---;---;---
28Dec2017;626;0;2;NO;---;---;---;---
27Jul2019;413;1;1;NO;---;---;---;---
29Mar2015;1676;0;2;YES;29May2018;Damage;OK;OK
2Feb2019;783;1;1;NO;---;---;---;---
10Jun2015;2619;1;3;YES;27Jun2017;Damage;OK;OK
9May2016;1266;0;4;NO;---;---;---;---
28Mar2019;336;0;6;NO;---;---;---;---
5Aug2019;161;0;2;NO;---;---;---;---
30May2015;2227;1;3;YES;3Dec2017;Damage;OK;OK
15Oct2017;600;0;3;YES;4Mar2019;OK;OK;Damage
20Mar2015;2243;1;1;YES;20Dec2017;OK;Damage;OK
21Apr2016;1614;0;2;YES;9Jul2019;Damage;OK;OK
10Dec2015;3161;1;3;NO;---;---;---;---
2Nov2017;829;0;3;NO;---;---;---;---
30Apr2015;128;0;5;YES;11Oct2015;OK;OK;Damage
9Mar2017;687;0;2;NO;---;---;---;---
6Oct2017;755;1;2;NO;---;---;---;---
13Sep2017;728;0;3;NO;---;---;---;---
9Apr2016;1247;0;3;NO;---;---;---;---
29Oct2015;2282;0;1;NO;---;---;---;---
21Aug2018;488;0;4;NO;---;---;---;---
12Jan2016;2024;0;1;NO;---;---;---;---
6Dec2017;986;0;2;NO;---;---;---;---
27Jul2019;170;0;2;NO;---;---;---;---
13Jan2016;2507;1;3;YES;28Mar2019;Damage;OK;OK
27Feb2019;388;0;1;NO;---;---;---;---
18Jul2016;970;0;3;NO;---;---;---;---
11Dec2015;1435;0;2;NO;---;---;---;---
5Aug2017;2174;1;2;NO;---;---;---;---
3Dec2015;1153;0;3;YES;20Oct2019;Damage;OK;OK
14Feb2016;1553;0;3;NO;---;---;---;---
15Oct2019;103;0;3;NO;---;---;---;---
19Dec2015;1753;0;1;NO;---;---;---;---
10Nov2019;57;0;2;NO;---;---;---;---
27Aug2019;146;0;2;NO;---;---;---;---
4Feb2016;1812;0;3;YES;8Nov2019;Damage;OK;OK
17Oct2016;1102;0;2;NO;---;---;---;---
26Jun2015;1890;0;5;NO;---;---;---;---
3May2019;52;1;1;NO;---;---;---;---
24Dec2019;19;1;5;NO;---;---;---;---
10Nov2017;906;0;3;NO;---;---;---;---
14Dec2017;1098;0;2;NO;---;---;---;---
2Jul2018;623;0;3;NO;---;---;---;---
14Nov2017;305;0;4;YES;9Oct2018;Damage;OK;OK
26Oct2015;541;0;3;NO;---;---;---;---
26Aug2017;288;0;1;NO;---;---;---;---
30Jun2017;941;0;2;YES;3Jul2019;Damage;OK;OK
7Aug2019;167;0;2;NO;---;---;---;---
6Apr2017;1336;0;1;NO;---;---;---;---
13Feb2017;2306;1;3;YES;2Feb2019;Damage;OK;OK
21May2015;2105;1;1;YES;23Oct2017;Damage;OK;OK
22Aug2019;99;0;2;NO;---;---;---;---
25Jul2016;839;0;1;NO;---;---;---;---
23Jan2017;2192;1;3;NO;---;---;---;---
21Dec2016;1283;1;2;YES;25Jun2019;Damage;OK;OK
19Jun2018;1059;1;3;NO;---;---;---;---
17Dec2017;889;0;3;NO;---;---;---;---
3Oct2015;1898;0;3;NO;---;---;---;---
17Sep2016;3148;1;2;NO;---;---;---;---
2Nov2017;1858;1;1;NO;---;---;---;---
19Oct2018;862;1;2;NO;---;---;---;---
5Jun2019;298;0;2;NO;---;---;---;---
10Sep2018;515;0;1;NO;---;---;---;---
5Mar2017;1757;1;2;NO;---;---;---;---
7Feb2015;1886;0;3;YES;19Mar2019;Damage;OK;OK
2Jul2019;373;1;1;NO;---;---;---;---
17Aug2015;646;0;2;NO;---;---;---;---
26Dec2019;13;1;2;NO;---;---;---;---
29Apr2015;1806;0;1;NO;---;---;---;---
18Feb2019;1002;1;3;NO;---;---;---;---
12Oct2016;1500;1;1;NO;---;---;---;---
3Jan2017;1342;0;2;NO;---;---;---;---
1Nov2019;64;0;2;NO;---;---;---;---
10Sep2017;878;1;1;NO;---;---;---;---
25Feb2018;751;0;3;NO;---;---;---;---
29Aug2016;2294;1;4;NO;---;---;---;---
7Jul2015;1204;0;5;YES;30Aug2019;OK;OK;OK
5Dec2019;30;0;2;NO;---;---;---;---
7May2018;294;0;4;NO;---;---;---;---
3Jan2015;993;0;2;YES;3Jun2018;Damage;OK;OK
30Oct2016;998;0;3;NO;---;---;---;---
29Aug2017;1587;1;2;NO;---;---;---;---
11Oct2017;1068;0;3;NO;---;---;---;---
20Sep2017;1644;1;6;NO;---;---;---;---
30Sep2017;721;0;3;NO;---;---;---;---
3Dec2017;1442;1;2;NO;---;---;---;---
25Apr2015;1363;0;1;YES;13Apr2019;Damage;OK;OK
19Apr2015;1502;0;3;NO;---;---;---;---
27Jun2019;127;0;8;NO;---;---;---;---
5Dec2017;1153;1;2;NO;---;---;---;---
15Feb2019;223;0;2;NO;---;---;---;---
14Nov2017;585;0;5;NO;---;---;---;---
4Sep2016;2471;1;7;YES;13Jul2019;Damage;OK;OK
24Jun2019;386;1;2;NO;---;---;---;---
6May2015;2591;1;2;YES;3Sep2019;Damage;OK;OK
1Jul2018;532;0;1;NO;---;---;---;---
10Apr2015;2186;1;3;YES;15Sep2017;Damage;OK;OK
4May2019;377;0;3;NO;---;---;---;---
11Feb2019;338;0;5;NO;---;---;---;---
5Nov2015;1333;0;3;NO;---;---;---;---
29Jan2019;395;0;3;NO;---;---;---;---
2Apr2017;753;0;5;YES;30Dec2018;Damage;OK;OK
5Apr2016;2899;1;4;NO;---;---;---;---
17Nov2017;771;0;1;NO;---;---;---;---
2Jun2018;593;1;6;NO;---;---;---;---
13Jan2018;622;0;3;NO;---;---;---;---
13May2018;762;0;2;YES;16Dec2019;Damage;OK;OK
21Mar2016;1228;0;3;NO;---;---;---;---
7Oct2019;89;0;2;NO;---;---;---;---
27Aug2019;162;0;3;NO;---;---;---;---
1Jul2018;1324;1;4;NO;---;---;---;---
8May2016;3380;1;3;YES;19Dec2019;OK;Damage;OK
13Nov2019;53;0;2;NO;---;---;---;---
8Apr2015;2381;1;3;YES;21Oct2018;Damage;OK;OK
29Dec2017;1395;1;1;NO;---;---;---;---
13Apr2018;418;0;3;NO;---;---;---;---
11Nov2018;293;0;1;NO;---;---;---;---
25Sep2018;1037;1;3;NO;---;---;---;---
17Mar2019;390;0;4;NO;---;---;---;---
19Feb2019;335;0;3;NO;---;---;---;---
6May2017;1620;1;2;NO;---;---;---;---
11Nov2015;1882;0;2;NO;---;---;---;---
30Nov2019;41;0;3;NO;---;---;---;---
3Jan2017;1250;0;6;NO;---;---;---;---
31Oct2018;340;0;2;NO;---;---;---;---
18Jun2015;1644;0;2;YES;18Mar2019;Damage;OK;OK
24Jun2019;315;0;3;NO;---;---;---;---
2Jan2019;623;1;3;NO;---;---;---;---
23Feb2018;1555;1;1;NO;---;---;---;---
7Mar2018;620;0;4;NO;---;---;---;---
5Jul2019;324;1;4;NO;---;---;---;---
5Feb2019;415;1;3;NO;---;---;---;---
30Jun2017;377;0;3;NO;---;---;---;---
23Aug2018;650;0;5;NO;---;---;---;---
27Nov2018;610;1;1;NO;---;---;---;---
11May2016;1095;1;5;YES;9Apr2018;Damage;OK;OK
28Jul2018;382;0;4;NO;---;---;---;---
9Nov2017;831;0;1;NO;---;---;---;---
16Jun2019;95;0;1;NO;---;---;---;---
21Feb2015;1675;1;7;YES;29Apr2018;Damage;OK;OK
24May2018;325;0;3;NO;---;---;---;---
18Jun2018;913;0;2;NO;---;---;---;---
8Nov2017;736;1;1;NO;---;---;---;---
3Mar2019;432;1;2;NO;---;---;---;---
22Jun2016;2636;1;2;NO;---;---;---;---
15Dec2015;2248;1;3;NO;---;---;---;---
5Nov2015;851;0;2;NO;---;---;---;---
30Jan2015;2306;0;1;YES;23Nov2019;OK;Damage;OK
29Jul2015;1215;0;5;YES;22Jan2019;Damage;OK;OK
27Apr2015;1611;0;5;YES;15Aug2019;Damage;OK;OK
10Jan2019;86;0;2;YES;28Jun2019;OK;OK;Damage
31Aug2015;1621;0;2;YES;19Nov2018;Damage;OK;OK
14Jun2015;2529;1;5;YES;7Aug2018;Damage;OK;OK
19Jun2019;198;0;2;NO;---;---;---;---
2Sep2018;339;0;4;NO;---;---;---;---
4Jul2017;915;0;5;NO;---;---;---;---
20May2016;1522;0;3;NO;---;---;---;---
17Jul2015;2127;0;3;NO;---;---;---;---
27Mar2019;608;1;2;NO;---;---;---;---
21Jul2018;870;1;5;NO;---;---;---;---
10Jan2019;470;0;5;NO;---;---;---;---
27Jan2015;2331;1;2;NO;---;---;---;---
